severity,candidate_index,candidate_id,lipid_name,fragment_nonzero_count,protected_fragment_channel,requested_dropout_rate,dropped_fragment_count,dropped_fragment_channels,achieved_dropout_rate,parent_multiplier,fragment_log_sigma,full_cosine_A_target_vs_A_solver,fragment_cosine_A_target_vs_A_solver,parent_cosine_A_target_vs_A_solver,source_column_l2,target_column_l2,latent_provenance,pre_dropout_log_distortion_sha256
MODERATE,19,PA-H__0143,PA 18:1_22:3,77,182,0.1,4,"[1, 181, 294, 483]",0.05194805194805195,1.1534417700151351,0.2,0.9889504894098408,0.9907017794834024,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 10624554413901316801, ""fragment_intensity"": 12149135911691443616, ""parent"": 16820070044889454978}, ""u_sha256"": ""fe6596ffd4dd3080ab708b5a10089feba140d61aec5c721835c2be4ae28976a8"", ""v"": 0.7672088500756751, ""z_sha256"": ""0ccb789cd3841167fec3471af42cc4a1ffc3f07d5292b695ddbcc0be6dab25e2""}",cf6ccf2d6e91d8efa0c9f034bb7f31296c9118e9a4fea071c0258574dab7b7ea
MILD,20,PA-H__0144,PA 18:1_22:4,83,179,0.05,2,"[131, 478]",0.024096385542168676,0.9517214140034775,0.1,0.9951941858167042,0.9951310480950742,0.9999999999999993,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 20391726537522109, ""fragment_intensity"": 2219132177801614633, ""parent"": 17218704592263348599}, ""u_sha256"": ""9ecd5080a3caae96ec452801a734418faf82f3bbad3b4d796e8a1adc3aa7fd8e"", ""v"": -0.4827858599652246, ""z_sha256"": ""4000c32766d175bb74ffa1f663b832514a4123df6aa2687013c2a42eee2d8316""}",6d44009af2f1915befbe41edd47dd51d8d13907395e2dfcbeb7841cf6d6a607b
MODERATE,20,PA-H__0144,PA 18:1_22:4,83,179,0.1,7,"[129, 131, 136, 137, 464, 478, 481]",0.08433734939759036,0.9034428280069551,0.2,0.9782888147127708,0.9780724678960745,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 20391726537522109, ""fragment_intensity"": 2219132177801614633, ""parent"": 17218704592263348599}, ""u_sha256"": ""9ecd5080a3caae96ec452801a734418faf82f3bbad3b4d796e8a1adc3aa7fd8e"", ""v"": -0.4827858599652246, ""z_sha256"": ""4000c32766d175bb74ffa1f663b832514a4123df6aa2687013c2a42eee2d8316""}",55ddcb6712ad3d6c10b380cb578e71679cc917fb48b2cd45c420ecba5070f6e3
MILD,21,PA-H__0147,PA 24:0_18:1,68,121,0.05,2,"[260, 610]",0.029411764705882353,1.0593355451247162,0.1,0.9990947305574724,0.999000155476761,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 5921406319436523853, ""fragment_intensity"": 2657817926046761843, ""parent"": 4628368417736731312}, ""u_sha256"": ""4f5e5ff0db437cc66ac980f9128f782da9445e040a374cd45e3e02d531ff9556"", ""v"": 0.5933554512471622, ""z_sha256"": ""baf16c617a5d01cd49d671229768b74da0ed8da33b7cf3d2c22fd70c57802309""}",0f201aad6b981a51e489b63af42f2a70f3e74c12184c0f59069497d8cfd61e01
MODERATE,21,PA-H__0147,PA 24:0_18:1,68,121,0.1,5,"[219, 260, 554, 610, 620]",0.07352941176470588,1.1186710902494323,0.2,0.9964614965829534,0.99600179389794,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 5921406319436523853, ""fragment_intensity"": 2657817926046761843, ""parent"": 4628368417736731312}, ""u_sha256"": ""4f5e5ff0db437cc66ac980f9128f782da9445e040a374cd45e3e02d531ff9556"", ""v"": 0.5933554512471622, ""z_sha256"": ""baf16c617a5d01cd49d671229768b74da0ed8da33b7cf3d2c22fd70c57802309""}",65555e1a0d6fc43c41801c22ff5739ae1319f51afd9b5d14e7b3baaa0fb9e0c2
MILD,22,PA-H__0148,PA 18:1_24:1,66,210,0.05,1,[616],0.015151515151515152,1.0179946492292562,0.1,0.9992403000601782,0.9991561611146612,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 6084015017205452488, ""fragment_intensity"": 7738141372873964438, ""parent"": 15808390254478186712}, ""u_sha256"": ""5355b2b5018e3ba87b8ce59227bda7a119a371979fafbabad2f04b345b39d7bc"", ""v"": 0.17994649229256288, ""z_sha256"": ""f186ccd393ee84cd86ad45880e632f01a9a0a06298a8dce6dc8dd33dbc71556a""}",fceee1458077a4a08cdd5ecda0988a73aab73b8ff525f74b87de7f16cab6be89
MODERATE,22,PA-H__0148,PA 18:1_24:1,66,210,0.1,3,"[263, 288, 616]",0.045454545454545456,1.0359892984585126,0.2,0.9964656255140223,0.9958841891568022,0.9999999999999998,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 6084015017205452488, ""fragment_intensity"": 7738141372873964438, ""parent"": 15808390254478186712}, ""u_sha256"": ""5355b2b5018e3ba87b8ce59227bda7a119a371979fafbabad2f04b345b39d7bc"", ""v"": 0.17994649229256288, ""z_sha256"": ""f186ccd393ee84cd86ad45880e632f01a9a0a06298a8dce6dc8dd33dbc71556a""}",1a30a0bceb94322d1cb3724148a625ed477fe0860696e9c5e9bbed073d983b61
MILD,23,PA-H__0151,PA 18:1_24:4,85,201,0.05,5,"[287, 521, 526, 591, 594]",0.058823529411764705,0.9168588594370229,0.1,0.9989161587094741,0.9989270208712216,0.9999999999999998,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 9802205765273444615, ""fragment_intensity"": 7326233027031860615, ""parent"": 15973802145287540426}, ""u_sha256"": ""f4ca3c40baeb175ce1c4dc04601855183385bbf9b045408a16a9edd6338225a8"", ""v"": -0.8314114056297706, ""z_sha256"": ""41d9bc8bb9482fa4d16704a22d973790c450d7ba5895ebcea70cee4776ee4334""}",7f91198594d72ef9dae1a52c5ca6fd7345ca2d8ccfe519558de5094619e86d8a
MODERATE,23,PA-H__0151,PA 18:1_24:4,85,201,0.1,8,"[171, 264, 287, 510, 521, 526, 591, 594]",0.09411764705882353,0.8337177188740459,0.2,0.9956186931083125,0.9956738014014326,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 9802205765273444615, ""fragment_intensity"": 7326233027031860615, ""parent"": 15973802145287540426}, ""u_sha256"": ""f4ca3c40baeb175ce1c4dc04601855183385bbf9b045408a16a9edd6338225a8"", ""v"": -0.8314114056297706, ""z_sha256"": ""41d9bc8bb9482fa4d16704a22d973790c450d7ba5895ebcea70cee4776ee4334""}",a1217e47bfe644ee547e2ffb6c023c2ba23cbd00e18b530ee5e04596e49ded43
MILD,24,PA-H__0152,PA 18:1_24:5,79,121,0.05,2,"[122, 131]",0.02531645569620253,0.9245020552557408,0.1,0.9959645940684635,0.995993396979167,1.0,1.0,1.0000001192092896,"{""seeds"": {""fragment_dropout"": 15167297501536451761, ""fragment_intensity"": 3386533824531185637, ""parent"": 7215856311057268371}, ""u_sha256"": ""b4a0a3ac1738f6c3476069a09112b915755addd0068fc57e7e9af7488fc93bdf"", ""v"": -0.7549794474425917, ""z_sha256"": ""a07279e72b707ab95e54207d9a905e9995f314162ca3c91834ab35ad540b496b""}",b68e94c4b9cbb6a2c54c15c1935ab454551271e6404629563c7cd59c99ad95d5
MODERATE,24,PA-H__0152,PA 18:1_24:5,79,121,0.1,9,"[122, 123, 131, 171, 259, 294, 300, 498, 578]",0.11392405063291139,0.8490041105114816,0.2,0.9779388735568296,0.9780311690894521,0.9999999999999993,1.0,1.0,"{""seeds"": {""fragment_dropout"": 15167297501536451761, ""fragment_intensity"": 3386533824531185637, ""parent"": 7215856311057268371}, ""u_sha256"": ""b4a0a3ac1738f6c3476069a09112b915755addd0068fc57e7e9af7488fc93bdf"", ""v"": -0.7549794474425917, ""z_sha256"": ""a07279e72b707ab95e54207d9a905e9995f314162ca3c91834ab35ad540b496b""}",e6befc00727b1572d219e6004df81155fc7fc1b95747255f4ac25ee8f3f9fffe
MILD,25,PA-H__0153,PA 18:1_24:6,81,121,0.05,6,"[120, 126, 294, 493, 497, 579]",0.07407407407407407,1.0773089742775548,0.1,0.9891644045886387,0.9891485347664185,1.0,0.9999999403953552,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 11002125475266942502, ""fragment_intensity"": 18145281140827509611, ""parent"": 1062109804564365434}, ""u_sha256"": ""bd4867f1c61320214b2aa0a520c1ecd99d4924b9a6194da0bbe7935ad4f1250c"", ""v"": 0.7730897427755472, ""z_sha256"": ""5d6a057b83f669f43a96812a7a03b73ff50a4fdbee6273665cb4de5a41d28932""}",2b3e3b2d196903f9e2f91ab9eae29208256b1fca0277475789b17552a3233d5c
MODERATE,25,PA-H__0153,PA 18:1_24:6,81,121,0.1,6,"[120, 126, 294, 493, 497, 579]",0.07407407407407407,1.1546179485551096,0.2,0.9771898996579468,0.977165986438204,1.0,0.9999999403953552,1.0,"{""seeds"": {""fragment_dropout"": 11002125475266942502, ""fragment_intensity"": 18145281140827509611, ""parent"": 1062109804564365434}, ""u_sha256"": ""bd4867f1c61320214b2aa0a520c1ecd99d4924b9a6194da0bbe7935ad4f1250c"", ""v"": 0.7730897427755472, ""z_sha256"": ""5d6a057b83f669f43a96812a7a03b73ff50a4fdbee6273665cb4de5a41d28932""}",dd97e238bd6c785278e9eddfb1f3df3e3bf5e64cf79acc5ec7a32972ff26ca03
MILD,26,PA-H__0162,PA 22:0_18:2,73,191,0.05,4,"[195, 283, 289, 291]",0.0547945205479452,0.9757911084706365,0.1,0.9969325136024143,0.9971165866580002,0.9999999999999999,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 17958511079749567309, ""fragment_intensity"": 4355523219992719218, ""parent"": 18161301317274691554}, ""u_sha256"": ""008442fccbf5ca36bdf996e27f4ad60d7ebf29a92d04c0dc80c5dd363eabc188"", ""v"": -0.2420889152936343, ""z_sha256"": ""60de1b74564e6c5d5afff01157ca6c5d5388e53c80c2184f1b180f162b5cfab5""}",a109fee190388a5f6d01b8d42b0b15238f67ee2055f70518f130fd5525796b78
MODERATE,26,PA-H__0162,PA 22:0_18:2,73,191,0.1,7,"[121, 195, 283, 289, 291, 424, 508]",0.0958904109589041,0.9515822169412731,0.2,0.9861084812229521,0.9867925260370667,0.9999999999999994,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 17958511079749567309, ""fragment_intensity"": 4355523219992719218, ""parent"": 18161301317274691554}, ""u_sha256"": ""008442fccbf5ca36bdf996e27f4ad60d7ebf29a92d04c0dc80c5dd363eabc188"", ""v"": -0.2420889152936343, ""z_sha256"": ""60de1b74564e6c5d5afff01157ca6c5d5388e53c80c2184f1b180f162b5cfab5""}",76df8e4de734d737ee4afb7afe09c27faa1579fc9ac50f922b58f327ca171b18
MILD,27,PA-H__0163,PA 22:1_18:2,74,116,0.05,2,"[430, 504]",0.02702702702702703,0.954851649410778,0.1,0.9933949034831049,0.9936731722897615,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 10378161504961643303, ""fragment_intensity"": 5761281700471479289, ""parent"": 17585912048263430161}, ""u_sha256"": ""92f1a481d8f2e564d23d3215da123855d5968b7a6ea7c84cdc9119df836d5ee8"", ""v"": -0.4514835058922195, ""z_sha256"": ""8984966fa1220ba25045c9a0a91b0357e25f836dcb93406f2699f0b1f923ad08""}",6f2a9c2033f5f97deb38059639e70f40feddeb09c7c5e1d2059f401b40e7d49c
MODERATE,27,PA-H__0163,PA 22:1_18:2,74,116,0.1,4,"[286, 425, 430, 504]",0.05405405405405406,0.9097032988215561,0.2,0.9730888655875921,0.9762755745350685,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 10378161504961643303, ""fragment_intensity"": 5761281700471479289, ""parent"": 17585912048263430161}, ""u_sha256"": ""92f1a481d8f2e564d23d3215da123855d5968b7a6ea7c84cdc9119df836d5ee8"", ""v"": -0.4514835058922195, ""z_sha256"": ""8984966fa1220ba25045c9a0a91b0357e25f836dcb93406f2699f0b1f923ad08""}",0b49010e80ebe260477baf180259a871c6059c91edd1e17684c93f2eb26d1d0a
MILD,28,PA-H__0164,PA 18:2_22:2,74,185,0.05,2,"[116, 294]",0.02702702702702703,0.9954819602241333,0.1,0.9946766748478777,0.9806835061167823,0.9999999999999999,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 16503645473565893351, ""fragment_intensity"": 11978370938497075849, ""parent"": 10271748678026919228}, ""u_sha256"": ""a38194670eec34c05627c2bc1ec714bcefa57b590f2f2404976c8bae660029df"", ""v"": -0.04518039775866711, ""z_sha256"": ""a939989ccf689d2e322fefe861268f09f792967d8c2faa785f623b3f11529e48""}",187897ff23bc1b6e27e16ac5ed88a5e4969b2fb11b5c1dcc1f3a2c31837ad5c6
MODERATE,28,PA-H__0164,PA 18:2_22:2,74,185,0.1,5,"[116, 122, 186, 294, 499]",0.06756756756756757,0.9909639204482665,0.2,0.9867707326681178,0.9555935781329721,0.9999999999999999,1.0000001192092896,1.0000001192092896,"{""seeds"": {""fragment_dropout"": 16503645473565893351, ""fragment_intensity"": 11978370938497075849, ""parent"": 10271748678026919228}, ""u_sha256"": ""a38194670eec34c05627c2bc1ec714bcefa57b590f2f2404976c8bae660029df"", ""v"": -0.04518039775866711, ""z_sha256"": ""a939989ccf689d2e322fefe861268f09f792967d8c2faa785f623b3f11529e48""}",5b0fa558f24a1c6024180e7c1567781b507e4b1ca65594295b6f3ac0808c872a
MILD,29,PA-H__0165,PA 18:2_22:3,77,182,0.05,0,[],0.0,0.9634235710892453,0.1,0.9973136491178394,0.9965189478880322,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 8563199070072925780, ""fragment_intensity"": 4669507846167642839, ""parent"": 4903404876131116007}, ""u_sha256"": ""40c8db601ca75a2a6e35499658bbbdcb0ec157a80f9fb2c0187b10caea707577"", ""v"": -0.3657642891075472, ""z_sha256"": ""3b6a06b139e10a157626abff81686999db33620844e31e2a8fdc793660e1a3a4""}",3c8ec04104c8d07cb3ac956a8b7566d424c70a454dc335bd988de5329a11d930
MODERATE,29,PA-H__0165,PA 18:2_22:3,77,182,0.1,1,[292],0.012987012987012988,0.9268471421784905,0.2,0.989090920533448,0.9862153034704519,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 8563199070072925780, ""fragment_intensity"": 4669507846167642839, ""parent"": 4903404876131116007}, ""u_sha256"": ""40c8db601ca75a2a6e35499658bbbdcb0ec157a80f9fb2c0187b10caea707577"", ""v"": -0.3657642891075472, ""z_sha256"": ""3b6a06b139e10a157626abff81686999db33620844e31e2a8fdc793660e1a3a4""}",2b978f25b98f29b7ac710fca94d6119f769c3848bf3d351000db9642d0871d52
MILD,30,PA-H__0169,PA 24:0_18:2,68,215,0.05,3,"[282, 291, 553]",0.04411764705882353,1.0685805339748422,0.1,0.9978804725653662,0.9981794092358571,0.9999999999999998,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 14082017697247127411, ""fragment_intensity"": 18374519722174772717, ""parent"": 1604731749999823128}, ""u_sha256"": ""0963515968239816665213b80694404ff032704b29f5ba0d99f545f4bfe8341e"", ""v"": 0.6858053397484214, ""z_sha256"": ""c550d50419abfe6073d1a12f3d912c1f48d8cdac3e86cf9cb1cb63bcee4d7cca""}",0687bf4d32ff11426e5afe2538e11f3ae8efd145dc4fb8e0d6929d49244e563b
MODERATE,30,PA-H__0169,PA 24:0_18:2,68,215,0.1,5,"[116, 282, 291, 553, 558]",0.07352941176470588,1.1371610679496842,0.2,0.849339912827832,0.7931329381359614,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 14082017697247127411, ""fragment_intensity"": 18374519722174772717, ""parent"": 1604731749999823128}, ""u_sha256"": ""0963515968239816665213b80694404ff032704b29f5ba0d99f545f4bfe8341e"", ""v"": 0.6858053397484214, ""z_sha256"": ""c550d50419abfe6073d1a12f3d912c1f48d8cdac3e86cf9cb1cb63bcee4d7cca""}",daf6a0f700d3010ca4d8dca15846c1af6e03a5216866f49f6fbd7def868836c1
MILD,31,PA-H__0170,PA 24:1_18:2,66,116,0.05,3,"[5, 120, 294]",0.045454545454545456,1.0691086872106732,0.1,0.9978668423384175,0.9982404234575321,0.9999999999999998,1.0,1.0000001192092896,"{""seeds"": {""fragment_dropout"": 14128938095787851134, ""fragment_intensity"": 5036624762552934904, ""parent"": 12206313580660820093}, ""u_sha256"": ""6e1fd7f152d762f5b077ae9d748c25b7a90dfadedf97a54ead43473f1ed558b8"", ""v"": 0.6910868721067329, ""z_sha256"": ""29cd5a5f3748bb8d396fb0efaaf6ef42dfd75013e4f5b4c0d1d85e15f13768b7""}",f06042c338408d3d250e06a80bbe14d629d9f83c6ec4cc4cbc4feb60a03c0496
MODERATE,31,PA-H__0170,PA 24:1_18:2,66,116,0.1,5,"[5, 120, 255, 294, 609]",0.07575757575757576,1.1382173744213466,0.2,0.9920172365660481,0.9931229866964453,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 14128938095787851134, ""fragment_intensity"": 5036624762552934904, ""parent"": 12206313580660820093}, ""u_sha256"": ""6e1fd7f152d762f5b077ae9d748c25b7a90dfadedf97a54ead43473f1ed558b8"", ""v"": 0.6910868721067329, ""z_sha256"": ""29cd5a5f3748bb8d396fb0efaaf6ef42dfd75013e4f5b4c0d1d85e15f13768b7""}",ca60db14d448fd9cf1c402596b534c3d51df522ea8193124259fc7457a4616fe
MILD,32,PA-H__0173,PA 18:2_24:4,85,201,0.05,6,"[3, 169, 257, 510, 516, 582]",0.07058823529411765,1.0696640713608552,0.1,0.9960866108143712,0.996131286648311,0.9999999999999998,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 709934955229651780, ""fragment_intensity"": 16861504128716402132, ""parent"": 6346483072027049160}, ""u_sha256"": ""c3f4d67d15409de3af2c97255da02512073edd0e6bf5255614cb5a23f2026d79"", ""v"": 0.6966407136085522, ""z_sha256"": ""1ef07b69da0b97bf8d4b0c6d28988dbe8daa4a4057f3bc524eae180166e622ad""}",1f4fe30b99b7b4da8f5be32fcbc3b2cdb1c0e7fa1c49692e237ca504dcde7581
MODERATE,32,PA-H__0173,PA 18:2_24:4,85,201,0.1,13,"[3, 7, 168, 169, 204, 257, 260, 510, 511, 516, 523, 582, 589]",0.15294117647058825,1.1393281427217103,0.2,0.9852596237166571,0.9854048867487949,0.9999999999999998,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 709934955229651780, ""fragment_intensity"": 16861504128716402132, ""parent"": 6346483072027049160}, ""u_sha256"": ""c3f4d67d15409de3af2c97255da02512073edd0e6bf5255614cb5a23f2026d79"", ""v"": 0.6966407136085522, ""z_sha256"": ""1ef07b69da0b97bf8d4b0c6d28988dbe8daa4a4057f3bc524eae180166e622ad""}",9602b611bd159790b0bcca11a0e144f42bfa92d9dbaa517918ce5ed7eb1416c4
MILD,33,PA-H__0174,PA 18:2_24:5,79,116,0.05,5,"[165, 171, 255, 260, 502]",0.06329113924050633,1.0864803254331434,0.1,0.995918395647084,0.9959224509373381,0.9999999999999997,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 5355229558327192553, ""fragment_intensity"": 8210203451209925777, ""parent"": 3567280246199397912}, ""u_sha256"": ""2bd504a6eced857ab5c9d747c12f3d863106c215d25415822a6b6600efd0b67f"", ""v"": 0.8648032543314341, ""z_sha256"": ""97798cd4b5eab7996e581f96a654709317a0acd150d3bac612cc8a4357412042""}",cc1f850cf19165a2654f91e4627e5d2de5f7acc94d7090e6d78dfc2d6403d8bc
MODERATE,33,PA-H__0174,PA 18:2_24:5,79,116,0.1,10,"[165, 170, 171, 200, 255, 257, 260, 261, 502, 587]",0.12658227848101267,1.1729606508662869,0.2,0.9878055756198482,0.9878325632178284,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 5355229558327192553, ""fragment_intensity"": 8210203451209925777, ""parent"": 3567280246199397912}, ""u_sha256"": ""2bd504a6eced857ab5c9d747c12f3d863106c215d25415822a6b6600efd0b67f"", ""v"": 0.8648032543314341, ""z_sha256"": ""97798cd4b5eab7996e581f96a654709317a0acd150d3bac612cc8a4357412042""}",0964d06721a0a1ccdb21203c9bf6d0594b9784e641abda09183ba965b6177866
MILD,34,PA-H__0175,PA 18:2_24:6,81,116,0.05,4,"[4, 160, 292, 565]",0.04938271604938271,0.9721487764481181,0.1,0.998223010859269,0.9982253429069453,0.9999999999999996,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 12443633626297686058, ""fragment_intensity"": 8096783926394175084, ""parent"": 16533792068133955317}, ""u_sha256"": ""ac1217321e22664966f78363d3afb3766e533dd3f3c111ee1ecda42a4b2f8ae2"", ""v"": -0.27851223551881854, ""z_sha256"": ""fd6964c9f98e0a0f93d5460474ccb2248bbd938f00c2ad2e31c2ebd38a3a7768""}",94db8260e3c82904a07985780566a21f11fab71a5f7b88c4eb72840848f1fd5a
MODERATE,34,PA-H__0175,PA 18:2_24:6,81,116,0.1,9,"[4, 124, 160, 167, 197, 257, 292, 497, 565]",0.1111111111111111,0.9442975528962363,0.2,0.9909642432872343,0.9909677395141562,0.9999999999999998,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 12443633626297686058, ""fragment_intensity"": 8096783926394175084, ""parent"": 16533792068133955317}, ""u_sha256"": ""ac1217321e22664966f78363d3afb3766e533dd3f3c111ee1ecda42a4b2f8ae2"", ""v"": -0.27851223551881854, ""z_sha256"": ""fd6964c9f98e0a0f93d5460474ccb2248bbd938f00c2ad2e31c2ebd38a3a7768""}",e89d061ab9b04395a0f0fabf7da25ef43eda5c8da207d07a3aeedc4afb904a85
MILD,35,PA-H__0197,PA 20:0_20:0,45,160,0.05,1,[336],0.022222222222222223,1.017439387847137,0.1,0.9992880112763967,0.9992775026874803,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 7430618306338166138, ""fragment_intensity"": 14846170512441061565, ""parent"": 6200204184598881751}, ""u_sha256"": ""db96736d1381dc38a3e6f6c9b0ac86cefe096b4dc715ef2d45f67ca8344c32a5"", ""v"": 0.17439387847137033, ""z_sha256"": ""15d2142c48ceaf7ffdc8f485a2ca8defc5c144903a127181c94c1b49b35fc2e6""}",c468951200f4aa4b828146d49d8210a455af0b1c87e498379592839bbe431f37
MODERATE,35,PA-H__0197,PA 20:0_20:0,45,160,0.1,3,"[159, 336, 398]",0.06666666666666667,1.0348787756942741,0.2,0.9975389744451951,0.9975349333466156,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 7430618306338166138, ""fragment_intensity"": 14846170512441061565, ""parent"": 6200204184598881751}, ""u_sha256"": ""db96736d1381dc38a3e6f6c9b0ac86cefe096b4dc715ef2d45f67ca8344c32a5"", ""v"": 0.17439387847137033, ""z_sha256"": ""15d2142c48ceaf7ffdc8f485a2ca8defc5c144903a127181c94c1b49b35fc2e6""}",600e8d2b5f9b5af756360419acf0bad1fcb19147516d76bd67a1a9449716dcab
MILD,36,PA-H__0198,PA 20:0_20:1,60,156,0.05,1,[328],0.016666666666666666,1.0520526932468863,0.1,0.9988493517868826,0.9987793475171063,0.9999999999999994,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 27670914435897905, ""fragment_intensity"": 11755732910154490412, ""parent"": 6606149424260815859}, ""u_sha256"": ""2c3ccaf1a8e3854cf78db414902a1b6e1db7443ab97ae06e32d5b3203d0ad858"", ""v"": 0.5205269324688635, ""z_sha256"": ""3c2861b8b4f6fd8e14ee352e36b574f3de19c45cd5bf0da41d60a4de1b25741f""}",d1ac9225bdf79e17b4e5bb48d09c5fb3cb98a6732a2b425dc4666d11359e6b09
MODERATE,36,PA-H__0198,PA 20:0_20:1,60,156,0.1,3,"[1, 328, 375]",0.05,1.1041053864937727,0.2,0.9954502412087011,0.99510419265315,0.9999999999999999,1.0000001192092896,0.9999998807907104,"{""seeds"": {""fragment_dropout"": 27670914435897905, ""fragment_intensity"": 11755732910154490412, ""parent"": 6606149424260815859}, ""u_sha256"": ""2c3ccaf1a8e3854cf78db414902a1b6e1db7443ab97ae06e32d5b3203d0ad858"", ""v"": 0.5205269324688635, ""z_sha256"": ""3c2861b8b4f6fd8e14ee352e36b574f3de19c45cd5bf0da41d60a4de1b25741f""}",6711c613037888b7cd1091f7956a71a53a76a6230033e07a45d8c9f560163649
MILD,37,PA-H__0199,PA 20:0_20:2,74,160,0.05,3,"[153, 382, 400]",0.04054054054054054,1.0110452596488493,0.1,0.9984352295067823,0.9985466873936465,0.9999999999999998,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 2917393334999127604, ""fragment_intensity"": 14284823460838009792, ""parent"": 5016160606275804947}, ""u_sha256"": ""fa2b5bb0a29dc079d38be0ca92244d9b9b1c4eb279d9b0180aa92faebc58d976"", ""v"": 0.1104525964884926, ""z_sha256"": ""6f92ccceb3c9f9bda456e952741dc5c9a2109a65be08db6e42b1616268f5eff8""}",6a26e33a0662b1305675bc76a2477ae742552963686cab4591e2760f6b6cbe72
MODERATE,37,PA-H__0199,PA 20:0_20:2,74,160,0.1,3,"[153, 382, 400]",0.04054054054054054,1.0220905192976986,0.2,0.9937987124284255,0.993965840376384,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 2917393334999127604, ""fragment_intensity"": 14284823460838009792, ""parent"": 5016160606275804947}, ""u_sha256"": ""fa2b5bb0a29dc079d38be0ca92244d9b9b1c4eb279d9b0180aa92faebc58d976"", ""v"": 0.1104525964884926, ""z_sha256"": ""6f92ccceb3c9f9bda456e952741dc5c9a2109a65be08db6e42b1616268f5eff8""}",076b70d26669f74b83e3e06fbffae63536ad1db49740c34fb43e13fe44f82adf
